id,user_id,age,occupation,gender
1789,13660,34,self-employed,F
1790,71551,28,executive/managerial,M
1791,42979,26,programmer,M
1792,64334,27,self-employed,M
1793,78720,32,executive/managerial,M
1794,76005,26,other or not specified,F
1795,100461,34,executive/managerial,M
1796,72037,21,K-12 student,F
1797,26233,32,other or not specified,M
1798,101894,29,college/grad student,M
1799,13764,26,college/grad student,M
1800,35488,26,other or not specified,M
1801,54276,27,college/grad student,M
1802,7375,26,college/grad student,M
1803,18001,28,other or not specified,F
1804,24462,20,other or not specified,M
1805,52000,32,college/grad student,M
1806,92205,25,college/grad student,M
1807,4047,33,college/grad student,F
1808,95201,33,executive/managerial,M
1809,69733,34,academic/educator,F
1810,73390,38,academic/educator,M
1811,846,31,sales/marketing,M
1812,62498,31,college/grad student,M
1813,56285,34,other or not specified,M
1814,2077,31,academic/educator,M
1815,41164,30,college/grad student,M
1816,99231,20,sales/marketing,M
1817,45642,22,college/grad student,M
1818,17307,31,scientist,M
1819,92330,28,executive/managerial,M
1820,35204,31,sales/marketing,F
1821,59010,31,sales/marketing,M
1822,93861,29,homemaker,F
1823,59487,24,college/grad student,M
1824,54992,18,K-12 student,M
1825,48999,28,executive/managerial,M
1826,52364,31,scientist,M
1827,86986,25,other or not specified,M
1828,3399,32,college/grad student,M
1829,73435,34,self-employed,F
1830,26598,33,programmer,M
1831,38887,34,college/grad student,M
1832,10912,33,sales/marketing,M
1833,69907,29,self-employed,F
1834,101565,29,college/grad student,M
1835,49058,33,scientist,M
1836,8169,25,executive/managerial,M
1837,90291,29,artist,F
1838,42920,29,scientist,M
1839,26076,27,college/grad student,M
1840,15083,29,executive/managerial,M
1841,13152,27,college/grad student,M
1842,7813,40,executive/managerial,M
1843,70942,27,customer service,M
1844,26257,28,sales/marketing,M
1845,22118,27,college/grad student,M
1846,89544,32,other or not specified,M
1847,48116,30,academic/educator,M
1848,100996,18,sales/marketing,M
1849,4824,23,college/grad student,M
1850,91476,19,K-12 student,M
1851,81292,34,executive/managerial,M
1852,52737,31,executive/managerial,M
1853,77191,32,artist,M
1854,69366,18,executive/managerial,M
1855,27391,34,college/grad student,F
1856,2316,27,programmer,M
1857,24037,33,sales/marketing,M
1858,97380,26,college/grad student,M
1859,58901,32,other or not specified,M
1860,32045,30,other or not specified,M
1861,26282,31,college/grad student,M
1862,31079,33,other or not specified,M
1863,87170,17,K-12 student,M
1864,27492,29,other or not specified,F
1865,13901,32,college/grad student,M
1866,67519,27,scientist,M
1867,51027,35,executive/managerial,M
1868,12415,25,executive/managerial,M
1869,5037,31,scientist,M
1870,25705,25,retired,M
1871,96253,32,executive/managerial,M
1872,84591,31,self-employed,M
1873,71487,19,homemaker,M
1874,34685,28,self-employed,M
1875,10753,25,executive/managerial,F
1876,57977,26,sales/marketing,M
1877,72569,26,academic/educator,M
1878,39801,25,college/grad student,M
1879,85522,26,executive/managerial,M
1880,93581,26,college/grad student,F
1881,23056,31,scientist,M
1882,40474,32,college/grad student,M
1883,40701,39,executive/managerial,M
1884,97782,35,programmer,M
1885,91211,25,college/grad student,M
1886,9246,25,scientist,M
1887,27628,27,executive/managerial,M
1888,24963,27,executive/managerial,M
1889,28701,30,executive/managerial,M
1890,74716,26,artist,M
1891,7358,30,college/grad student,M
1892,85650,33,scientist,M
1893,92334,31,other or not specified,M
1894,68208,30,executive/managerial,M
1895,21025,26,college/grad student,M
1896,75180,31,college/grad student,M
1897,69858,34,executive/managerial,M
1898,47216,30,executive/managerial,M
1899,34533,30,executive/managerial,M
1900,73340,28,other or not specified,F
1901,79689,33,executive/managerial,F
1902,19975,27,college/grad student,M
1903,8342,32,executive/managerial,M
1904,103639,26,college/grad student,M
1905,38279,22,sales/marketing,M
1906,38447,26,other or not specified,M
1907,101505,29,self-employed,M
1908,97983,31,college/grad student,M
1909,88884,28,college/grad student,M
1910,53531,22,sales/marketing,M
1911,5654,34,executive/managerial,M
1912,81033,34,college/grad student,M
1913,65053,19,artist,M
1914,66297,32,college/grad student,M
1915,8828,32,clerical/admin,F
1916,45869,29,college/grad student,M
1917,7304,32,executive/managerial,M
1918,33981,21,artist,M
1919,49956,66,retired,M
1920,88464,34,sales/marketing,M
1921,51770,24,K-12 student,M
1922,21136,34,scientist,M
1923,32636,29,artist,F
1924,88048,34,self-employed,M
1925,46721,29,sales/marketing,M
1926,22829,32,lawyer,M
1927,38086,18,K-12 student,M
1928,100913,51,academic/educator,M
1929,81756,27,college/grad student,M
1930,67114,32,college/grad student,M
1931,23483,30,college/grad student,M
1932,37489,34,sales/marketing,M
1933,9918,28,other or not specified,M
1934,74703,33,scientist,M
1935,15019,32,executive/managerial,M
1936,41101,31,executive/managerial,M
1937,40366,32,college/grad student,M
1938,25071,26,sales/marketing,F
1939,47499,31,executive/managerial,M
1940,89142,30,technician/engineer,M
1941,77655,26,executive/managerial,M
1942,33939,34,self-employed,M
1943,59840,26,college/grad student,M
1944,2035,27,scientist,M
1945,83659,28,academic/educator,F
1946,65181,32,executive/managerial,M
1947,9672,26,college/grad student,M
1948,85745,28,college/grad student,M
1949,12911,19,sales/marketing,M
1950,57075,31,college/grad student,M
1951,86925,34,sales/marketing,M
1952,53973,25,executive/managerial,M
1953,39144,32,other or not specified,F
1954,2309,26,academic/educator,F
1955,36104,34,executive/managerial,M
1956,84544,27,academic/educator,M
1957,65481,30,college/grad student,M
1958,97043,33,executive/managerial,M
1959,24747,25,sales/marketing,M
1960,22843,23,college/grad student,M
1961,36519,42,artist,F
1962,12057,27,scientist,M
1963,41515,34,college/grad student,M
1964,96606,30,executive/managerial,M
1965,65913,33,scientist,M
1966,83224,48,artist,M
1967,27276,32,technician/engineer,M
1968,26717,24,K-12 student,M
1969,1354,30,college/grad student,M
1970,63250,27,executive/managerial,F
1971,66869,31,homemaker,M
1972,95259,31,college/grad student,M
1973,95126,25,executive/managerial,M
1974,861,21,customer service,M
1975,39905,33,sales/marketing,M
1976,38986,26,academic/educator,M
1977,22225,32,scientist,M
1978,52670,23,sales/marketing,F
1979,97655,28,college/grad student,M
1980,34181,26,executive/managerial,M
1981,41640,40,scientist,M
1982,24759,32,sales/marketing,M
1983,92154,8,K-12 student,F
1984,41778,34,executive/managerial,M
1985,62044,29,executive/managerial,M
1986,41334,84,executive/managerial,F
1987,66392,32,other or not specified,M
1988,87922,31,technician/engineer,M
1989,70915,78,retired,F
1990,22300,34,self-employed,M
1991,80503,27,college/grad student,M
1992,103690,27,self-employed,M
1993,81561,27,executive/managerial,M
1994,87698,32,executive/managerial,M
1995,15981,34,college/grad student,M
1996,66633,26,scientist,M
1997,22047,28,other or not specified,F
1998,83948,25,sales/marketing,M
1999,101751,28,executive/managerial,M
2000,21386,32,college/grad student,F
2001,17221,31,self-employed,M
2002,47113,33,executive/managerial,M
2003,1073,32,sales/marketing,M
2004,50686,30,college/grad student,M
2005,95400,26,sales/marketing,M
2006,10,38,executive/managerial,M
2007,97338,18,K-12 student,M
2008,69675,29,other or not specified,F
2009,4343,25,scientist,M
2010,7766,29,executive/managerial,M
2011,78143,34,executive/managerial,M
2012,7922,31,sales/marketing,M
2013,101426,76,academic/educator,M
2014,27062,29,academic/educator,F
2015,73654,33,executive/managerial,M
2016,52579,34,college/grad student,M
2017,42392,32,self-employed,M
2018,550,22,programmer,M
2019,14324,29,executive/managerial,M
2020,52177,32,executive/managerial,M
2021,87337,61,self-employed,F
2022,333,25,college/grad student,M
2023,7854,32,executive/managerial,M
2024,19722,34,sales/marketing,M
2025,101990,34,homemaker,F
2026,49415,27,executive/managerial,M
2027,23969,25,college/grad student,M
2028,99970,26,sales/marketing,M
2029,34071,29,customer service,M
2030,73418,30,sales/marketing,F
2031,51970,33,self-employed,M
2032,87833,27,executive/managerial,M
2033,19623,34,sales/marketing,M
2034,67165,25,self-employed,M
2035,80802,43,executive/managerial,M
2036,6796,27,college/grad student,M
2037,26333,30,academic/educator,F
2038,81269,27,self-employed,M
2039,4188,33,college/grad student,F
2040,70371,10,homemaker,M
2041,51450,25,college/grad student,M
2042,24477,33,technician/engineer,M
2043,3317,32,scientist,M
2044,101313,32,college/grad student,M
2045,79986,28,sales/marketing,M
2046,5320,29,other or not specified,M
2047,45366,27,executive/managerial,M
2048,57665,34,artist,F
2049,38259,28,college/grad student,M
2050,66202,33,college/grad student,M
2051,56599,32,college/grad student,M
2052,34296,25,college/grad student,M
2053,33399,28,executive/managerial,M
2054,41791,28,college/grad student,M
2055,7188,28,sales/marketing,F
2056,49090,32,college/grad student,M
2057,45319,33,clerical/admin,M
2058,39081,28,executive/managerial,M
2059,91123,32,scientist,M
2060,27283,30,college/grad student,M
2061,39873,25,academic/educator,M
2062,85431,30,technician/engineer,M
2063,60118,30,scientist,M
2064,84513,26,college/grad student,M
2065,36583,32,executive/managerial,M
2066,17495,28,sales/marketing,M
2067,51944,29,college/grad student,F
2068,70856,33,self-employed,M
2069,72441,26,artist,F
2070,53151,34,executive/managerial,M
2071,64908,26,artist,F
2072,41302,29,college/grad student,M
2073,53884,32,college/grad student,M
2074,43153,34,college/grad student,M
2075,24427,32,clerical/admin,M
2076,98008,24,sales/marketing,M
2077,52861,30,college/grad student,F
2078,3813,34,college/grad student,M
2079,67726,32,tradesman/craftsman,M
2080,14617,27,college/grad student,M
2081,80036,27,executive/managerial,M
2082,96700,26,sales/marketing,M
2083,2163,27,self-employed,M
2084,829,32,self-employed,M
2085,64050,29,college/grad student,M
2086,35838,27,executive/managerial,M
2087,19986,34,K-12 student,F
2088,27094,30,tradesman/craftsman,M
2089,61087,34,scientist,M
2090,64603,33,academic/educator,M
2091,35873,30,executive/managerial,M
2092,10780,42,academic/educator,M
2093,27052,29,sales/marketing,M
2094,29824,31,self-employed,M
2095,33875,25,executive/managerial,M
2096,14852,26,artist,F
2097,17164,30,executive/managerial,M
2098,38762,34,scientist,M
2099,94485,29,college/grad student,M
2100,78881,31,academic/educator,M
2101,68335,31,homemaker,F
2102,84419,29,college/grad student,M
2103,42772,33,other or not specified,M
2104,11756,27,scientist,M
2105,78809,22,sales/marketing,M
2106,98111,34,college/grad student,M
2107,71560,29,scientist,M
2108,7888,23,executive/managerial,M
2109,19994,31,college/grad student,M
2110,1200,25,sales/marketing,M
2111,39759,28,executive/managerial,M
2112,1337,31,executive/managerial,M
2113,21627,26,artist,M
2114,67740,32,college/grad student,M
2115,30122,31,college/grad student,M
2116,98545,30,college/grad student,M
2117,37573,31,sales/marketing,M
2118,3008,23,sales/marketing,M
2119,38166,30,college/grad student,M
2120,39246,33,executive/managerial,M
2121,46324,26,college/grad student,F
2122,41874,53,scientist,M
2123,71473,30,executive/managerial,M
2124,53389,25,college/grad student,M
2125,102972,63,other or not specified,F
2126,13616,26,other or not specified,M
2127,69942,33,other or not specified,F
2128,21311,23,homemaker,M
2129,94391,32,executive/managerial,M
2130,102718,27,college/grad student,M
2131,19611,26,college/grad student,M
2132,87039,29,executive/managerial,M
2133,67805,23,sales/marketing,M
2134,61747,34,college/grad student,M
2135,64476,29,college/grad student,M
2136,1469,28,academic/educator,F
2137,5676,28,executive/managerial,M
2138,82503,18,homemaker,M
2139,33779,18,college/grad student,M
2140,38932,26,clerical/admin,F
2141,68958,34,academic/educator,M
2142,59686,33,scientist,M
2143,75303,21,scientist,M
2144,96371,34,college/grad student,M
2145,77863,43,college/grad student,M
2146,34765,33,college/grad student,M
2147,31284,32,scientist,M
2148,45653,62,retired,M
2149,76265,18,college/grad student,M
2150,57585,33,executive/managerial,M
2151,82421,34,scientist,M
2152,92402,31,executive/managerial,M
2153,89949,27,other or not specified,M
2154,33811,30,college/grad student,M
2155,100079,33,scientist,M
2156,33727,28,other or not specified,M
2157,103209,33,K-12 student,M
2158,83005,18,sales/marketing,M
2159,85635,25,scientist,M
2160,83042,25,executive/managerial,M
2161,73116,26,college/grad student,M
2162,14991,26,college/grad student,M
2163,11571,31,college/grad student,M
2164,101602,33,executive/managerial,M
2165,81981,27,college/grad student,M
2166,75797,30,sales/marketing,M
2167,28911,34,executive/managerial,M
2168,99884,34,executive/managerial,M
2169,67431,27,academic/educator,M
2170,90670,24,scientist,M
2171,22537,29,college/grad student,M
2172,53782,26,academic/educator,M
2173,33341,32,college/grad student,M
2174,28840,30,scientist,M
2175,46232,28,executive/managerial,M
2176,102731,31,college/grad student,M
2177,12299,32,homemaker,M
2178,52925,29,tradesman/craftsman,M
2179,14689,32,programmer,M
2180,36618,26,executive/managerial,M
2181,90033,34,sales/marketing,M
2182,32700,27,executive/managerial,M
2183,58870,29,executive/managerial,M
2184,60426,28,college/grad student,F
2185,42181,32,executive/managerial,M
2186,15848,25,technician/engineer,M
2187,41424,32,sales/marketing,M
2188,45631,33,executive/managerial,M
2189,66135,27,sales/marketing,M
2190,97495,34,sales/marketing,M
2191,88696,18,sales/marketing,M
2192,64729,33,executive/managerial,M
2193,11350,27,sales/marketing,M
2194,34662,30,other or not specified,M
2195,95380,28,college/grad student,M
2196,35468,28,college/grad student,M
2197,15537,33,sales/marketing,M
2198,101223,31,college/grad student,M
2199,64216,21,sales/marketing,M
2200,62070,37,clerical/admin,M
2201,7072,33,executive/managerial,M
2202,2381,29,executive/managerial,M
2203,10844,26,executive/managerial,M
2204,39697,27,other or not specified,M
2205,94808,30,executive/managerial,M
2206,24604,29,scientist,M
2207,67817,32,college/grad student,F
2208,46207,30,sales/marketing,M
2209,78261,26,executive/managerial,M
2210,78671,27,college/grad student,M
2211,32287,29,sales/marketing,M
2212,18805,30,college/grad student,M
2213,20484,30,executive/managerial,M
2214,92915,28,other or not specified,M
2215,12689,31,college/grad student,M
2216,24378,34,college/grad student,M
2217,45334,28,college/grad student,M
2218,84649,31,self-employed,F
2219,50789,21,college/grad student,M
2220,55867,31,executive/managerial,M
2221,67528,28,executive/managerial,M
2222,102714,32,artist,M
2223,79864,31,scientist,M
2224,8960,33,college/grad student,M
2225,22242,33,college/grad student,F
2226,13687,32,sales/marketing,M
2227,57970,28,K-12 student,M
2228,37522,28,scientist,F
2229,58991,37,academic/educator,F
2230,47109,30,college/grad student,M
2231,3581,28,other or not specified,M
2232,99474,27,sales/marketing,M
2233,17330,30,college/grad student,M
2234,47588,30,college/grad student,M
2235,53060,30,sales/marketing,M
2236,4856,29,college/grad student,M
2237,6914,33,other or not specified,M
2238,102548,28,college/grad student,M
2239,64459,28,executive/managerial,M
2240,79498,29,self-employed,M
2241,18316,31,self-employed,M
2242,13270,31,college/grad student,M
2243,32913,25,sales/marketing,M
2244,35965,26,executive/managerial,M
2245,59446,33,sales/marketing,M
2246,37484,32,self-employed,M
2247,34139,30,college/grad student,M
2248,12753,30,unemployed,M
2249,41842,81,executive/managerial,M
2250,100693,28,scientist,F
2251,73076,39,scientist,M
2252,1222,26,artist,M
2253,35210,30,self-employed,F
2254,94943,59,other or not specified,M
2255,90378,25,retired,F
2256,18052,32,college/grad student,F
2257,95898,28,homemaker,F
2258,88097,25,college/grad student,F
2259,102852,29,tradesman/craftsman,M
2260,85864,30,executive/managerial,M
2261,14301,27,other or not specified,M
2262,52130,31,scientist,M
2263,41213,31,retired,M
2264,14833,26,scientist,M
2265,36019,30,scientist,F
2266,68408,32,scientist,M
2267,80516,33,sales/marketing,M
2268,64001,33,college/grad student,M
2269,86139,34,college/grad student,M
2270,10272,27,scientist,M
2271,6142,32,college/grad student,M
2272,7198,28,scientist,M
2273,35151,27,college/grad student,M
2274,18951,21,sales/marketing,M
2275,11556,32,other or not specified,M
2276,85021,56,sales/marketing,F
2277,102264,27,college/grad student,M
2278,39332,29,academic/educator,F
2279,64913,32,executive/managerial,M
2280,79919,34,college/grad student,F
2281,83623,24,college/grad student,M
2282,76656,31,college/grad student,M
2283,1956,25,scientist,M
2284,55590,26,other or not specified,F
2285,76952,29,other or not specified,M
2286,25527,32,scientist,M
2287,19350,27,executive/managerial,M
2288,95868,27,other or not specified,F
2289,74195,33,college/grad student,M
2290,8315,32,college/grad student,M
2291,101982,25,other or not specified,M
2292,60145,8,K-12 student,M
2293,39664,27,college/grad student,M
2294,84804,28,executive/managerial,F
2295,66927,29,college/grad student,M
2296,90730,25,sales/marketing,M
2297,19932,33,college/grad student,M
2298,38599,25,executive/managerial,M
2299,14996,32,college/grad student,M
2300,38648,28,other or not specified,M
2301,41145,32,self-employed,M
2302,70493,18,college/grad student,F
2303,98072,34,college/grad student,M
2304,16437,33,executive/managerial,M
2305,94575,27,executive/managerial,M
2306,78784,30,executive/managerial,M
2307,57183,31,executive/managerial,M
2308,63079,28,sales/marketing,M
2309,40578,26,college/grad student,M
2310,90626,34,self-employed,M
2311,2559,27,college/grad student,F
2312,31369,28,self-employed,M
2313,69598,32,executive/managerial,M
2314,52611,26,sales/marketing,M
2315,92266,27,scientist,M
2316,91423,21,college/grad student,M
2317,6042,25,other or not specified,F
2318,1041,34,executive/managerial,M
2319,74139,32,college/grad student,M
2320,20235,33,sales/marketing,M
2321,49606,36,executive/managerial,M
2322,28164,31,technician/engineer,M
2323,40193,28,college/grad student,M
2324,16228,27,sales/marketing,M
2325,45404,34,other or not specified,M
2326,82828,28,college/grad student,M
2327,4326,30,self-employed,M
2328,103417,32,executive/managerial,M
2329,7332,28,college/grad student,M
2330,24213,25,artist,M
2331,60835,29,academic/educator,F
2332,29403,32,other or not specified,M
2333,8650,27,scientist,M
2334,33013,33,college/grad student,F
2335,40124,29,college/grad student,M
2336,63386,58,retired,F
2337,55236,30,self-employed,M
2338,64277,30,executive/managerial,M
2339,7980,25,college/grad student,M
2340,74723,27,executive/managerial,M
2341,38997,27,homemaker,M
2342,61989,32,sales/marketing,M
2343,43379,33,clerical/admin,M
2344,63931,31,sales/marketing,M
2345,55903,34,artist,M
2346,81586,65,sales/marketing,F
2347,73445,10,artist,M
2348,3345,30,self-employed,M
2349,80015,16,K-12 student,M
2350,47086,32,academic/educator,M
2351,96948,37,writer,M
2352,29897,32,college/grad student,F
2353,44751,28,sales/marketing,M
2354,23179,33,self-employed,M
2355,51433,34,self-employed,M
2356,46780,31,self-employed,M
2357,57050,33,sales/marketing,M
2358,79106,31,executive/managerial,M
2359,22579,34,college/grad student,M
2360,33194,81,other or not specified,M
2361,91532,26,college/grad student,M
2362,70791,33,sales/marketing,F
2363,46410,25,academic/educator,F
2364,75673,30,sales/marketing,M
2365,99443,31,other or not specified,M
2366,48178,31,scientist,F
2367,42239,31,other or not specified,M
2368,8450,26,homemaker,M
2369,96020,33,academic/educator,M
2370,25476,26,K-12 student,M
2371,27183,33,college/grad student,M
2372,57040,29,sales/marketing,M
2373,85109,30,self-employed,F
2374,77674,25,executive/managerial,M
2375,8838,12,K-12 student,F
2376,37182,27,self-employed,M
2377,13643,29,self-employed,M
2378,43742,44,other or not specified,M
2379,71769,33,homemaker,M
2380,88533,27,college/grad student,M
2381,21224,26,executive/managerial,M
2382,62603,32,college/grad student,M
2383,10259,33,college/grad student,M
2384,19971,32,self-employed,M
2385,14014,18,K-12 student,M
2386,35500,34,executive/managerial,M
2387,28362,18,scientist,M
2388,76143,31,self-employed,M
2389,10747,27,college/grad student,M
2390,98168,34,artist,M
2391,13700,23,sales/marketing,M
2392,11688,31,college/grad student,M
2393,17527,18,sales/marketing,M
2394,76019,23,K-12 student,M
2395,93744,31,other or not specified,M
2396,24698,29,scientist,M
2397,42272,32,scientist,F
2398,58995,27,sales/marketing,M
2399,84918,32,college/grad student,M
2400,34331,32,college/grad student,M
2401,61185,54,academic/educator,M
2402,23061,43,writer,M
2403,40660,26,executive/managerial,M
2404,1322,19,K-12 student,M
2405,70178,33,artist,F
2406,97087,34,scientist,M
2407,41653,33,executive/managerial,M
2408,93428,26,other or not specified,M
2409,26104,25,college/grad student,M
2410,51575,35,technician/engineer,M
2411,21175,30,executive/managerial,M
2412,82198,27,college/grad student,F
2413,31697,29,executive/managerial,M
2414,74886,33,academic/educator,M
2415,32182,26,homemaker,M
2416,54686,27,college/grad student,F
2417,63445,33,executive/managerial,M
2418,24482,26,executive/managerial,M
2419,352,27,executive/managerial,M
2420,95930,32,self-employed,M
2421,38209,32,other or not specified,M
2422,57751,18,scientist,M
2423,43929,43,executive/managerial,M
2424,89863,29,scientist,M
2425,29191,89,academic/educator,F
2426,38960,25,sales/marketing,M
2427,16845,34,self-employed,M
2428,99272,26,self-employed,M
2429,53983,31,executive/managerial,M
2430,66525,31,sales/marketing,M
2431,18018,31,college/grad student,M
2432,66605,30,sales/marketing,M
2433,98464,31,executive/managerial,F
2434,52283,25,scientist,F
2435,98512,30,college/grad student,F
2436,38928,32,college/grad student,M
2437,47340,30,executive/managerial,M
2438,27023,33,sales/marketing,M
2439,13283,25,homemaker,F
2440,45149,34,sales/marketing,F
2441,78397,28,sales/marketing,M
2442,72205,55,writer,F
2443,99460,26,self-employed,M
2444,35542,21,sales/marketing,M
2445,60153,30,executive/managerial,M
2446,59431,26,K-12 student,M
2447,52120,25,academic/educator,M
2448,66828,32,executive/managerial,M
2449,103649,28,college/grad student,M
2450,9924,27,executive/managerial,M
2451,51123,27,sales/marketing,M
2452,102067,30,executive/managerial,M
2453,60366,34,scientist,M
2454,85590,22,college/grad student,M
2455,45020,26,self-employed,M
2456,57960,25,unemployed,M
2457,79575,31,executive/managerial,M
2458,96629,18,sales/marketing,M
2459,8855,30,college/grad student,M
2460,69313,26,college/grad student,F
2461,56670,32,executive/managerial,M
2462,94545,28,sales/marketing,F
2463,84185,33,college/grad student,M
2464,54383,29,sales/marketing,M
2465,4877,27,artist,M
2466,90362,32,college/grad student,M
2467,98630,26,sales/marketing,M
2468,6695,25,college/grad student,M
2469,32558,27,self-employed,M
2470,66556,27,self-employed,F
2471,56631,25,college/grad student,M
2472,9573,25,sales/marketing,M
2473,10679,29,scientist,F
2474,97889,28,college/grad student,M
2475,62927,18,K-12 student,M
2476,30112,26,college/grad student,M
2477,41412,25,college/grad student,M
2478,36280,28,college/grad student,M
2479,22506,34,college/grad student,M
2480,74563,30,executive/managerial,M
2481,81058,29,executive/managerial,M
2482,42134,33,scientist,M
2483,14296,31,executive/managerial,M
2484,36219,34,college/grad student,M
2485,6555,33,executive/managerial,M
2486,70324,42,clerical/admin,M
2487,39207,29,academic/educator,M
2488,1406,27,scientist,M
2489,58723,29,other or not specified,M
2490,84095,18,K-12 student,F
2491,71973,23,homemaker,M
2492,64975,34,college/grad student,M
2493,24701,29,executive/managerial,M
2494,101606,36,academic/educator,F
2495,73244,8,homemaker,M
2496,8988,25,college/grad student,M
2497,24569,34,sales/marketing,M
2498,97760,34,clerical/admin,F
2499,9191,28,college/grad student,F
2500,6675,27,scientist,M
2501,64712,31,executive/managerial,M
2502,51126,32,self-employed,M
2503,95204,32,K-12 student,M
2504,47902,26,college/grad student,F
2505,47811,34,college/grad student,M
2506,26493,23,sales/marketing,M
2507,77793,31,college/grad student,F
2508,75848,38,executive/managerial,M
2509,71932,29,sales/marketing,M
2510,59558,34,scientist,M
2511,16784,26,other or not specified,F
2512,33934,44,executive/managerial,M
2513,94708,31,self-employed,M
2514,48712,39,clerical/admin,F
2515,99399,33,college/grad student,M
2516,61985,32,college/grad student,M
2517,34474,23,scientist,M
2518,9400,32,college/grad student,M
2519,60847,25,self-employed,M
2520,62279,25,other or not specified,F
2521,41726,34,K-12 student,M
2522,39537,53,other or not specified,F
2523,51521,27,tradesman/craftsman,M
2524,58615,31,executive/managerial,M
2525,81612,28,executive/managerial,M
2526,45090,28,executive/managerial,F
2527,19370,26,sales/marketing,M
2528,63917,34,sales/marketing,M
2529,102035,29,sales/marketing,M
2530,83872,31,college/grad student,M
2531,59077,33,scientist,M
2532,102905,27,college/grad student,M
2533,94602,29,executive/managerial,M
2534,35691,28,executive/managerial,M
2535,102909,25,college/grad student,M
2536,78560,29,sales/marketing,M
2537,408,44,academic/educator,F
2538,53716,29,other or not specified,M
2539,10562,21,programmer,M
2540,17194,27,other or not specified,M
2541,89201,26,other or not specified,M
2542,53441,20,self-employed,M
2543,79796,26,artist,F
2544,26161,32,technician/engineer,M
2545,68762,33,self-employed,F
2546,29740,32,homemaker,M
2547,76877,25,sales/marketing,M
2548,19804,26,executive/managerial,F
2549,64790,30,college/grad student,M
2550,36204,36,sales/marketing,M
2551,4487,26,executive/managerial,M
2552,3098,32,college/grad student,M
2553,43835,34,executive/managerial,M
2554,33616,29,sales/marketing,M
2555,58105,34,scientist,M
2556,24637,30,sales/marketing,F
2557,47701,34,scientist,M
2558,77613,19,sales/marketing,M
2559,54507,25,clerical/admin,F
2560,39066,31,college/grad student,M
2561,81338,33,sales/marketing,M
2562,72746,34,college/grad student,M
2563,18020,30,sales/marketing,M
2564,4909,26,scientist,M
2565,59590,31,college/grad student,M
2566,76578,28,sales/marketing,M
2567,99428,34,college/grad student,M
2568,82130,29,executive/managerial,M
2569,99463,30,academic/educator,M
2570,84791,34,executive/managerial,M
2571,100815,23,executive/managerial,M
2572,103241,28,executive/managerial,M
2573,37726,29,homemaker,M
2574,20524,20,college/grad student,M
2575,6374,18,self-employed,F
2576,94132,35,other or not specified,M
2577,102078,12,K-12 student,M
2578,70549,26,other or not specified,M
2579,86684,20,sales/marketing,M
2580,55643,26,executive/managerial,M
2581,31725,34,self-employed,M
2582,34565,33,sales/marketing,F
2583,19640,28,sales/marketing,M
2584,95056,29,other or not specified,M
2585,100807,34,sales/marketing,M
2586,65409,29,clerical/admin,M
2587,24861,32,scientist,M
2588,23981,32,college/grad student,M
2589,102381,26,college/grad student,M
2590,18778,34,other or not specified,M
2591,44143,30,scientist,M
2592,97181,19,self-employed,M
2593,57279,25,executive/managerial,M
2594,53652,18,sales/marketing,M
2595,94956,26,homemaker,M
2596,97301,30,sales/marketing,M
2597,87185,18,sales/marketing,M
2598,65144,31,scientist,M
2599,75111,27,college/grad student,F
2600,31357,32,executive/managerial,M
2601,94960,33,academic/educator,F
2602,37176,32,executive/managerial,M
2603,44507,27,self-employed,M
2604,20598,31,executive/managerial,M
2605,77544,32,executive/managerial,M
2606,89619,29,artist,M
2607,79853,25,college/grad student,F
2608,22521,31,college/grad student,M
2609,18851,22,sales/marketing,M
2610,91366,34,college/grad student,M
2611,27611,18,college/grad student,M
2612,102456,29,sales/marketing,F
2613,27573,31,other or not specified,M
2614,8210,32,artist,F
2615,31004,30,homemaker,M
2616,42377,18,K-12 student,M
2617,83060,26,sales/marketing,M
2618,27836,25,college/grad student,M
2619,73753,50,executive/managerial,M
2620,10103,32,scientist,M
2621,95610,29,scientist,M
2622,18356,26,college/grad student,F
2623,102645,25,retired,M
2624,20954,27,college/grad student,M
2625,102201,33,technician/engineer,M
2626,98703,27,sales/marketing,M
2627,77187,89,retired,F
2628,5329,18,sales/marketing,M
2629,1426,34,self-employed,M
2630,36796,30,K-12 student,M
2631,39611,33,college/grad student,M
2632,87932,28,scientist,M
2633,18667,34,academic/educator,M
2634,60939,32,self-employed,M
2635,99987,31,artist,F
2636,35239,31,executive/managerial,M
2637,57316,29,executive/managerial,M
2638,73604,26,college/grad student,M
2639,45046,25,college/grad student,F
2640,25563,28,college/grad student,F
2641,16965,32,college/grad student,F
2642,99776,33,college/grad student,M
2643,48091,58,doctor/health care,M
2644,43229,18,artist,M
2645,90125,25,self-employed,M
2646,40642,21,sales/marketing,M
2647,44539,31,self-employed,M
2648,96091,34,college/grad student,F
2649,35121,25,sales/marketing,M
2650,29862,34,scientist,F
2651,98246,33,scientist,M
2652,13690,26,clerical/admin,F
2653,23621,33,executive/managerial,M
2654,45801,31,college/grad student,M
2655,68779,24,artist,M
2656,71296,26,executive/managerial,M
2657,59243,32,executive/managerial,M
2658,32755,32,technician/engineer,M
2659,86208,33,artist,M
2660,50443,27,college/grad student,M
2661,35679,84,other or not specified,F
2662,77461,18,K-12 student,F
2663,75936,33,sales/marketing,M
2664,63770,25,clerical/admin,F
2665,57215,32,executive/managerial,F
